,influencer,title,author_x,subtitle,id_code,identifier_type,author_y,title_en,title_pt,isbn_pt,img_amz
1033,Tim Ferriss,The Neverending Story,Michael Ende,,140386335,ISBN,Michael Ende,The Neverending Story,A História sem fim,6555540028,"https://images-na.ssl-images-amazon.com/images/I/51TCwZepy3L._SX316_BO1,204,203,200_.jpg"
1034,Tim Ferriss,Getting to Yes,Roger Fisher,Negotiating Agreement Without Giving In,143118757,ISBN,Roger Fisher,Getting to Yes,Como chegar ao sim,8543106214,"https://images-na.ssl-images-amazon.com/images/I/517U5dL30oL._SX339_BO1,204,203,200_.jpg"
1035,Tim Ferriss,Extreme Ownership,Jocko Willink,How U.S. Navy SEALs Lead and Win,1250183863,ISBN,Jocko Willink,Extreme Ownership,Responsabilidade extrema,8550815551,https://images-na.ssl-images-amazon.com/images/I/51ZgsQZ9LNL.jpg
1036,Alexis Ohanian,Extreme Ownership,Jocko Willink,How U.S. Navy SEALs Lead and Win,1250183863,ISBN,Jocko Willink,Extreme Ownership,Responsabilidade extrema,8550815551,https://images-na.ssl-images-amazon.com/images/I/51ZgsQZ9LNL.jpg
1037,Tim Ferriss,The Lessons of History,Will & Ariel Durant,,143914995X,ISBN,Will & Ariel Durant,The Lessons of History,12 Lições da História,8595810184,"https://images-na.ssl-images-amazon.com/images/I/51yBVPIrl5L._SX336_BO1,204,203,200_.jpg"
1038,Ray Dalio,The Lessons of History,Will & Ariel Durant,,143914995X,ISBN,Will & Ariel Durant,The Lessons of History,12 Lições da História,8595810184,"https://images-na.ssl-images-amazon.com/images/I/51yBVPIrl5L._SX336_BO1,204,203,200_.jpg"
1039,Tim Ferriss,The Art of Spirited Away,Hayao Miyazaki,,1569317771,ISBN,Hayao Miyazaki,The Art of Spirited Away,,,"https://images-na.ssl-images-amazon.com/images/I/51dxY0gcR7L._SX352_BO1,204,203,200_.jpg"
1040,Tim Ferriss,Stories of Your Life and Others,Ted Chiang,,1101972122,ISBN,Ted Chiang,Stories of Your Life and Others,História da sua vida e outros contos,8551000780,https://m.media-amazon.com/images/I/519HQ5YrfJL.jpg
1041,Tim Ferriss,The Moth Presents All These Wonders,Catherine Burns,True Stories About Facing the Unknown,1101904402,ISBN,Catherine Burns,The Moth Presents All These Wonders,Tudo que é belo,,"https://images-na.ssl-images-amazon.com/images/I/51Lr6SCo6EL._SX327_BO1,204,203,200_.jpg"
1042,Tim Ferriss,The Brief Wondrous Life of Oscar Wao,Junot DÃ­az,,1594483299,ISBN,Junot DÃ­az,The Brief Wondrous Life of Oscar Wao,A fantástica vida breve de Oscar Wao,8501081809,"https://images-na.ssl-images-amazon.com/images/I/41AgCZrMNGL._SX321_BO1,204,203,200_.jpg"
1043,Tim Ferriss,Payoff,Dan Ariely,The Hidden Logic That Shapes Our Motivations,1501120042,ISBN,Dan Ariely,Payoff,,,https://m.media-amazon.com/images/I/51C3w4IkIWL.jpg
1044,Tim Ferriss,Motherless Brooklyn,Jonathan Lethem,,385491832,ISBN,Jonathan Lethem,Motherless Brooklyn,Brooklyn Sem Pai Nem Mãe,8535902589,"https://images-na.ssl-images-amazon.com/images/I/41Zjps1SNbL._SX320_BO1,204,203,200_.jpg"
1045,Tim Ferriss,Consciousness Medicine,FranÃ§oise Bourzat,"Indigenous Wisdom, Entheogens, and Expanded States of Consciousness for Healing and Growth",1623173493,ISBN,Francoise Bourzat,Consciousness Medicine,,,https://m.media-amazon.com/images/I/41AD35RwBTL.jpg
1046,Tim Ferriss,The E-Myth Revisited,Michael E. Gerber,Why Most Small Businesses Don't Work and What to Do About It,887307280,ISBN,Michael E. Gerber,The E-Myth Revisited,O Mito Do Empreendedor,8576765594,"https://images-na.ssl-images-amazon.com/images/I/41DgFVCQnmL._SX346_BO1,204,203,200_.jpg"
1047,Tim Ferriss,Radical Acceptance,Tara Brach,Embracing Your Life With the Heart of a Buddha,553380990,ISBN,Tara Brach,Radical Acceptance,,,"https://images-na.ssl-images-amazon.com/images/I/41DGer6pFxL._SX331_BO1,204,203,200_.jpg"
1048,Tim Ferriss,In Praise of Shadows,Junichiro Tanizaki,,918172020,ISBN,Junichiro Tanizaki,In Praise of Shadows,Em louvor da sombra,858285059X,"https://images-na.ssl-images-amazon.com/images/I/51aW1pEs-uL._SX322_BO1,204,203,200_.jpg"
1049,Tim Ferriss,Ender's Game,Orson Scott Card,,312853238,ISBN,Orson Scott Card,Ender's Game,Ender's Game,8575325701,https://images-na.ssl-images-amazon.com/images/I/51q1sgo7v-L.jpg
1050,Mark Zuckerberg,Ender's Game,Orson Scott Card,,312853238,ISBN,Orson Scott Card,Ender's Game,Ender's Game,8575325701,https://images-na.ssl-images-amazon.com/images/I/51q1sgo7v-L.jpg
1051,Travis Kalanick,Ender's Game,Orson Scott Card,,312853238,ISBN,Orson Scott Card,Ender's Game,Ender's Game,8575325701,https://images-na.ssl-images-amazon.com/images/I/51q1sgo7v-L.jpg
1052,Tim Ferriss,One Simple Idea,Stephen Key,Turn Your Dreams into a Licensing Goldmine While Letting Others Do the Work,1259589676,ISBN,Stephen Key,One Simple Idea,Uma Simples Ideia,853161208X,"https://images-na.ssl-images-amazon.com/images/I/41SXF2xhn1L._SX346_BO1,204,203,200_.jpg"
1053,Tim Ferriss,Plants of the Gods,Richard Evans Schultes,"Their Sacred, Healing, and Hallucinogenic Powers",892819790,ISBN,Richard Evans Schultes,Plants of the Gods,,,https://images-na.ssl-images-amazon.com/images/I/81PL+TG1gwL.jpg
1054,Tim Ferriss,On Grief and Grieving,Elisabeth KÃ¼bler-Ross,Finding the Meaning of Grief Through the Five Stages of Loss,1476775559,ISBN,Elisabeth KÃ¼bler-Ross,On Grief and Grieving,Sobre a morte e o morrer,,https://m.media-amazon.com/images/I/41oS3KbWXkL.jpg
1055,Tim Ferriss,Night Sky with Exit Wounds,Ocean Vuong,,155659495X,ISBN,Ocean Vuong,Night Sky with Exit Wounds,Ceú noturno crivado de balas,8592649447,https://images-na.ssl-images-amazon.com/images/I/811m4V7dQsL.jpg
1056,Tim Ferriss,Fahrenheit 451,Ray Bradbury,A Novel,1451673310,ISBN,Ray Bradbury,Fahrenheit 451,Fahrenheit 451,8525052248,"https://images-na.ssl-images-amazon.com/images/I/41qwit8V+sL._SX331_BO1,204,203,200_.jpg"
1057,Tim Ferriss,Don't Shoot the Dog!,Karen Pryor,The New Art of Teaching and Training,1860542387,ISBN,Karen Pryor,Don't Shoot the Dog!,,,"https://images-na.ssl-images-amazon.com/images/I/51-CjMeaHHL._SX315_BO1,204,203,200_.jpg"
1058,Tim Ferriss,The Art of Memoir,Mary Karr,,62223070,ISBN,Mary Karr,The Art of Memoir,,,https://m.media-amazon.com/images/I/51ywRbniv+L._SY346_.jpg
1059,Tim Ferriss,Getting Real,37signals,"The Smarter, Faster, Easier Way to Build a Successful Web Application",578012812,ISBN,Jason Fried,Getting Real,,578012812,"https://images-na.ssl-images-amazon.com/images/I/318qvclsxbL._SX331_BO1,204,203,200_.jpg"
1060,Tim Ferriss,High Fidelity,Nick Hornby,,1573225517,ISBN,Nick Hornby,High Fidelity,Alta fidelidade,8535923020,"https://images-na.ssl-images-amazon.com/images/I/51kw1U8Q-rL._SX331_BO1,204,203,200_.jpg"
1061,Steve Jobs,High Fidelity,Nick Hornby,,1573225517,ISBN,Nick Hornby,High Fidelity,Alta fidelidade,8535923020,"https://images-na.ssl-images-amazon.com/images/I/51kw1U8Q-rL._SX331_BO1,204,203,200_.jpg"
1062,Tim Ferriss,Getting Past No,William Ury,Negotiating in Difficult Situations,553371312,ISBN,William Ury,Getting Past No,Como chegar ao sim,8543106214,https://images-na.ssl-images-amazon.com/images/I/81ydaXHpiBL.jpg
1063,Tim Ferriss,I Wrote This Book Because I Love You,Tim Kreider,Essays,1476738998,ISBN,Tim Kreider,I Wrote This Book Because I Love You,,,"https://images-na.ssl-images-amazon.com/images/I/51YDUj0VPQL._SX324_BO1,204,203,200_.jpg"
1064,Tim Ferriss,Hansel and Gretel,Neil Gaiman,A TOON Graphic,1935179624,ISBN,Neil Gaiman,Hansel and Gretel,,,"https://images-na.ssl-images-amazon.com/images/I/51a9Wl6vRXL._SX361_BO1,204,203,200_.jpg"
1065,Oprah Winfrey,A Million Little Pieces,James Frey,,307276902,ISBN,James Frey,A Million Little Pieces,Um Milhão De Pedacinhos,8573025654,"https://images-na.ssl-images-amazon.com/images/I/41OrHrRKl-L._SX352_BO1,204,203,200_.jpg"
1066,Oprah Winfrey,The Heart of a Woman,Maya Angelou,,812980328,ISBN,Maya Angelou,The Heart of a Woman,,,https://images-na.ssl-images-amazon.com/images/I/A1FQ-HuFOiL.jpg
1067,Oprah Winfrey,A Lesson Before Dying,Ernest J. Gaines,,375702709,ISBN,Ernest J. Gaines,A Lesson Before Dying,,,https://images-na.ssl-images-amazon.com/images/I/81XkeJFAnyL.jpg
1068,Oprah Winfrey,A New Earth,Eckhart Tolle,Awakening to Your Life's Purpose,452289963,ISBN,Eckhart Tolle,A New Earth,Um novo mundo,8575423134,"https://images-na.ssl-images-amazon.com/images/I/41yJRgPlAPL._SX331_BO1,204,203,200_.jpg"
1069,Oprah Winfrey,A Fine Balance,Rohinton Mistry,,140003065X,ISBN,Rohinton Mistry,A Fine Balance,Um Delicado Equilíbrio,8573021721,"https://images-na.ssl-images-amazon.com/images/I/31tz2M5DxuL._SX339_BO1,204,203,200_.jpg"
1070,Oprah Winfrey,While I Was Gone,Sue Miller,,345443284,ISBN,Sue Miller,While I Was Gone,,,"https://images-na.ssl-images-amazon.com/images/I/51e2vGmpriL._SX317_BO1,204,203,200_.jpg"
1071,Oprah Winfrey,American Dirt,Jeanine Cummins,A Novel,1250209765,ISBN,Jeanine Cummins,American Dirt,Terra Americana,8551006525,https://m.media-amazon.com/images/P/B085NYWW3V.01._SCLZZZZZZZ_SX500_.jpg
1072,Oprah Winfrey,Stolen Lives,Malika Oufkir,Twenty Years in a Desert Jail,786868619,ISBN,Malika Oufkir,Stolen Lives,"Eu, Malika Oufkir, prisioneira do rei",8535909834,"https://images-na.ssl-images-amazon.com/images/I/41eIzhQecfL._SX346_BO1,204,203,200_.jpg"
1073,Oprah Winfrey,Love Warrior,Glennon Doyle,A Memoir,1250075734,ISBN,Glennon Doyle,Love Warrior,Somos guerreiras,,https://m.media-amazon.com/images/I/51N6u1VExZL.jpg
1074,Oprah Winfrey,"Cry, the Beloved Country",Alan Paton,,743262174,ISBN,Alan Paton,"Cry, the Beloved Country",,743262174,"https://images-na.ssl-images-amazon.com/images/I/51N8eo1qZlL._SX326_BO1,204,203,200_.jpg"
1075,Oprah Winfrey,The Water Dancer,Ta-Nehisi Coates,A Novel,399590595,ISBN,Ta-Nehisi Coates,The Water Dancer,A Dança Da Água,8551006363,https://m.media-amazon.com/images/I/51HF02792aL._SY346_.jpg
1076,Oprah Winfrey,The Sound and the Fury,William Faulkner,,679732241,ISBN,William Faulkner,The Sound and the Fury,O som e a fúria,8535929428,https://images-na.ssl-images-amazon.com/images/I/71GLWlf70UL.jpg
1077,Oprah Winfrey,The Reader,Bernhard Schlink,,375707972,ISBN,Bernhard Schlink,The Reader,O leitor,8501085413,"https://images-na.ssl-images-amazon.com/images/I/41RXW0snKGL._SX322_BO1,204,203,200_.jpg"
1078,Oprah Winfrey,Ruby,Cynthia Bond,A Novel,804188246,ISBN,Cynthia Bond,Ruby,Ruby,8551001205,"https://images-na.ssl-images-amazon.com/images/I/51WRrSPTvgL._SX346_BO1,204,203,200_.jpg"
1079,Oprah Winfrey,One Hundred Years of Solitude,Gabriel Garcia Marquez,,60883286,ISBN,Gabriel Garcia Marquez,One Hundred Years of Solitude,Cem anos de solidão,9788501012074,https://m.media-amazon.com/images/I/51cfxI-51mL._SY346_.jpg
1080,Richard Branson,One Hundred Years of Solitude,Gabriel Garcia Marquez,,60883286,ISBN,Gabriel Garcia Marquez,One Hundred Years of Solitude,Cem anos de solidão,9788501012074,https://m.media-amazon.com/images/I/51cfxI-51mL._SY346_.jpg
1081,Neil Strauss,One Hundred Years of Solitude,Gabriel Garcia Marquez,,60883286,ISBN,Gabriel Garcia Marquez,One Hundred Years of Solitude,Cem anos de solidão,9788501012074,https://m.media-amazon.com/images/I/51cfxI-51mL._SY346_.jpg
1082,Alexandria Ocasio-Cortez,One Hundred Years of Solitude,Gabriel Garcia Marquez,,60883286,ISBN,Gabriel Garcia Marquez,One Hundred Years of Solitude,Cem anos de solidão,9788501012074,https://m.media-amazon.com/images/I/51cfxI-51mL._SY346_.jpg
1083,Oprah Winfrey,The Good Earth,Pearl S. Buck,,743272935,ISBN,Pearl S. Buck,The Good Earth,A boa terra,,https://m.media-amazon.com/images/I/51xXA-WPx1L._SY346_.jpg
1084,Oprah Winfrey,Jewel,Bret Lott,,671038184,ISBN,Bret Lott,Jewel,,,"https://images-na.ssl-images-amazon.com/images/I/51VMIja-CBL._SX310_BO1,204,203,200_.jpg"
1085,Oprah Winfrey,A Tale of Two Cities,Charles Dickens,,486406512,ISBN,Charles Dickens,A Tale of Two Cities,Um conto de duas cidades,8574481807,"https://images-na.ssl-images-amazon.com/images/I/41Kv-LNPTFL._SX334_BO1,204,203,200_.jpg"
1086,Oprah Winfrey,The Measure of a Man,Sidney Poitier,A Spiritual Autobiography,61357901,ISBN,Sidney Poitier,The Measure of a Man,Uma Vida Muito Alem Das Expectativa,857635652X,"https://images-na.ssl-images-amazon.com/images/I/516meh9yk7L._SX340_BO1,204,203,200_.jpg"
1087,Oprah Winfrey,Mother of Pearl,Melinda Haynes,,671774670,ISBN,Melinda Haynes,Mother of Pearl,,,https://images-na.ssl-images-amazon.com/images/I/41TEA7WSWEL.jpg
1088,Oprah Winfrey,Love in the Time of Cholera,Gabriel Garcia Marquez,,307389731,ISBN,Gabriel Garcia Marquez,Love in the Time of Cholera,O amor nos tempos do cólera,850102872X,https://m.media-amazon.com/images/I/51VTDrotGQL.jpg
1089,Oprah Winfrey,Light in August,William Faulkner,,679732268,ISBN,William Faulkner,Light in August,Luz de agosto,8420406732,https://images-na.ssl-images-amazon.com/images/I/51xyBLe8GdL.jpg
1090,Oprah Winfrey,Daughter of Fortune,Isabel Allende,A Novel,63021749,ISBN,Isabel Allende,Daughter of Fortune,Filha da fortuna,852862367X,"https://images-na.ssl-images-amazon.com/images/I/41Ik7WLU2aL._SX335_BO1,204,203,200_.jpg"
1091,Oprah Winfrey,Strength in Stillness,Bob Roth,The Power of Transcendental Meditation,1501161210,ISBN,Bob Roth,Strength in Stillness,,,https://m.media-amazon.com/images/I/41ttVCgvqvL._SY346_.jpg
1092,Ray Dalio,Strength in Stillness,Bob Roth,The Power of Transcendental Meditation,1501161210,ISBN,Bob Roth,Strength in Stillness,,,https://m.media-amazon.com/images/I/41ttVCgvqvL._SY346_.jpg
1093,Hugh Jackman,Strength in Stillness,Bob Roth,The Power of Transcendental Meditation,1501161210,ISBN,Bob Roth,Strength in Stillness,,,https://m.media-amazon.com/images/I/41ttVCgvqvL._SY346_.jpg
1094,Ellen DeGeneres,Strength in Stillness,Bob Roth,The Power of Transcendental Meditation,1501161210,ISBN,Bob Roth,Strength in Stillness,,,https://m.media-amazon.com/images/I/41ttVCgvqvL._SY346_.jpg
1095,Oprah Winfrey,Night,Elie Wiesel,,374500010,ISBN,Elie Wiesel,Night,A Noite,8500008768,"https://images-na.ssl-images-amazon.com/images/I/31oJP8QARfL._SX349_BO1,204,203,200_.jpg"
1096,Oprah Winfrey,Great Expectations,Charles Dickens,,1512308846,ISBN,Charles Dickens,Great Expectations,Grandes esperanças,8563560476,"https://images-na.ssl-images-amazon.com/images/I/41o52+0Gz8L._SX323_BO1,204,203,200_.jpg"
1097,Richard Branson,Great Expectations,Charles Dickens,,1512308846,ISBN,Charles Dickens,Great Expectations,Grandes esperanças,8563560476,"https://images-na.ssl-images-amazon.com/images/I/41o52+0Gz8L._SX323_BO1,204,203,200_.jpg"
1098,Oprah Winfrey,Ellen Foster,Kaye Gibbons,,1616203021,ISBN,Kaye Gibbons,Ellen Foster,,,https://m.media-amazon.com/images/I/41DjlUMU5KL._SY346_.jpg
1099,Oprah Winfrey,As I Lay Dying,William Faulkner,The Corrected Text,067973225X,ISBN,William Faulkner,As I Lay Dying,Enquanto agonizo,8525418528,https://images-na.ssl-images-amazon.com/images/I/71mG5l5sMzL.jpg
1100,Ben Shapiro,Modern Times,Paul Johnson,The World from the Twenties to the Nineties,60935502,ISBN,Paul Johnson,Modern Times,,,https://images-na.ssl-images-amazon.com/images/I/41oNwmR1DRL.jpg
1101,Ben Shapiro,Economics in One Lesson,Henry Hazlitt,The Shortest and Surest Way to Understand Basic Economics,517548232,ISBN,Henry Hazlitt,Economics in One Lesson,Economia em uma única lição,6586029147,"https://images-na.ssl-images-amazon.com/images/I/411sJSNRhPL._SX346_BO1,204,203,200_.jpg"
1102,Ben Shapiro,Patriots,A.J. Langguth,The Men Who Started the American Revolution,671675621,ISBN,A.J. Langguth,Patriots,,671675621,"https://images-na.ssl-images-amazon.com/images/I/51gq9ibO7vL._SX319_BO1,204,203,200_.jpg"
1103,Ben Shapiro,Nudge,Richard H. Thaler,"Improving Decisions About Health, Wealth, and Happiness",014311526X,ISBN,Richard H. Thaler,Nudge,Nudge,8547000801,"https://images-na.ssl-images-amazon.com/images/I/51-WINrogsL._SX333_BO1,204,203,200_.jpg"
1104,Ben Shapiro,Wealth and Poverty,George Gilder,A New Edition for the Twenty-First Century,1596988096,ISBN,George Gilder,Wealth and Poverty,,,https://m.media-amazon.com/images/I/51XmB1mrWjL._SY346_.jpg
1105,Ben Shapiro,The Wisdom of Crowds,James Surowiecki,,349116059,ISBN,James Surowiecki,The Wisdom of Crowds,A Sabedoria das Multidões,850107294X,https://images-na.ssl-images-amazon.com/images/I/91wEPfNoIKL.jpg
1106,Ben Shapiro,The Quest for Cosmic Justice,Thomas Sowell,,684864622,ISBN,Thomas Sowell,The Quest for Cosmic Justice,Discriminação e disparidades,8501116246,"https://images-na.ssl-images-amazon.com/images/I/31iEu7eWBwL._SX335_BO1,204,203,200_.jpg"
1107,Ben Shapiro,Knowledge and Power,George Gilder,The Information Theory of Capitalism and How it is Revolutionizing our World,1621570274,ISBN,George Gilder,Knowledge and Power,,,https://m.media-amazon.com/images/I/51G8XhlotDL.jpg
1108,Ben Shapiro,Myths and Facts,Mitchell G. Bard,A Guide to the Arab-Israeli Conflict,1537152726,ISBN,Mitchell G. Bard,Myths and Facts,Mitos e Fatos,8585583592,https://p.calameoassets.com/120917030709-2ea65b5205389644facd585554b13b24/p1.jpg
1109,Ben Shapiro,Ball Four,Jim Bouton,The Final Pitch,097091170X,ISBN,Jim Bouton,Ball Four,,,https://m.media-amazon.com/images/I/51wRTxJKFxL.jpg
1110,Ben Shapiro,The Scandal of Money,George Gilder,Why Wall Street Recovers but the Economy Never Does,1621575756,ISBN,George Gilder,The Scandal of Money,,,https://m.media-amazon.com/images/I/51PF5OAyXcL._SY346_.jpg
1111,Ben Shapiro,The Insanity Defense,Woody Allen,The Complete Prose,812978110,ISBN,Woody Allen,The Insanity Defense,Insanidade Mental,852543700X,https://images-na.ssl-images-amazon.com/images/I/71nSLK4gjBL.jpg
1112,Ben Shapiro,"Alas, Babylon",Pat Frank,,60741872,ISBN,Pat Frank,"Alas, Babylon",,,https://images-na.ssl-images-amazon.com/images/I/41yjE5E2MUL.jpg
1113,Ben Shapiro,Tragedy And Comedy,Walter Kerr,,030680249X,ISBN,Walter Kerr,Tragedy And Comedy,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546286427l/1282090._SY475_.jpg
1114,Ben Shapiro,Ghosts of Manila,Mark Kram,The Fateful Blood Feud Between Muhammad Ali and Joe Frazier,60954809,ISBN,Mark Kram,Ghosts of Manila,,,"https://images-na.ssl-images-amazon.com/images/I/41WMKJS2QCL._SX308_BO1,204,203,200_.jpg"
1115,Emma Watson,All About Love,bell hooks,New Visions,60959479,ISBN,bell hooks,All About Love,Tudo sobre o amor,,https://m.media-amazon.com/images/I/41vnK66S1DL.jpg
1118,Emma Watson,Consider the Lobster and Other Essays,David Foster Wallace,,316013323,ISBN,David Foster Wallace,Consider the Lobster and Other Essays,,,https://images-na.ssl-images-amazon.com/images/I/61Dx-LJBDKL.jpg
1121,Alexandria Ocasio-Cortez,Consider the Lobster and Other Essays,David Foster Wallace,,316013323,ISBN,David Foster Wallace,Consider the Lobster and Other Essays,,,https://images-na.ssl-images-amazon.com/images/I/61Dx-LJBDKL.jpg
1122,Emma Watson,Catching the Big Fish,David Lynch,"Meditation, Consciousness, and Creativity",1585425400,ISBN,David Lynch,Catching the Big Fish,Em Águas Profundas,8583110336,https://m.media-amazon.com/images/I/51VOvDW8E-L.jpg
1125,Emma Watson,Quiet,Susan Cain,The Power of Introverts in a World That Can't Stop Talking,307352153,ISBN,Susan Cain,Quiet,O poder dos quietos,8543108705,"https://images-na.ssl-images-amazon.com/images/I/41kGoiNcbBL._SX346_BO1,204,203,200_.jpg"
1128,Emma Watson,Beyond Words,Carl Safina,What Animals Think and Feel,1250094593,ISBN,Carl Safina,Beyond Words,,,https://m.media-amazon.com/images/I/51Y4bI5N5uL.jpg
1131,Emma Watson,Women Who Run with the Wolves,Clarissa Pinkola EstÃ©s,Myths and Stories of the Wild Woman Archetype,345409876,ISBN,Clarissa Pinkola Estés,Women Who Run with the Wolves,Mulheres que correm com os lobos,853252978X,"https://images-na.ssl-images-amazon.com/images/I/41ogXvQ5WYL._SX341_BO1,204,203,200_.jpg"
